|texto|titulo|carrera
904|albendazol alb antihelminticod ampli espectroderiv benzimidazol utiliz comun tratamient equinococosis quist hidatid neurocisticercosis present trabaj propon metod analit capaz cuantific simultan alby sulfox albendazol albso plasm mediantecromatograf liqu ultra alta presion ultra high pressur liqu chromatography ouhplcpor sigl ingles acopl espectrometr masasmas msms realiz unatecn extraccion liquidoliqu acetat etil acidific acid formic column seleccionadafu phenomenexlunac18con diametr intern 2 0 mm longitud 100 mm tamañ particul 3 m fas movil mezcl acid formic 0 1 metanol elucion gradient diferent veloc fluj tiemp elucion temperatur column utiliz fas lav metanol isopropanol seleccion mebendazol mbz estand intern tiemp retencion 1 8min2 8min 0 6min1 6min 1 8min2 8min alb albsoy mbz respect metod propuest valid bas parametr establec norm oficial mexican nom177ssa12013 estabilidadd muestr evalu alarg plaz 56 dias congel temperatur ambient 22 2h automuestr 22 2h muestr proces 5 9 h refriger muestr evapor postextraccion 5 8 h refriger evalu estabil tres cicl congel descongel demostr metod propuest select lineal precis exact cuantif albendazol sulfox albendazol |desarroll valid metod analit cuantif albendazol sulfox albendazol plasm uhplc acopl espectrometr masasmas |Química Farmaceútico Biológica
93|laecologiaeselestudiodelasinteraccionesentrelosorganismosysuentorn losdiferentesorganismoscrec semultiplic cupandiferentesregion compitenconotrasesp eciesp orrecurs muchoscuestionamientosinteresantessepuedenrealizaracercadeesteamplioconjuntodeob jetosquehallamosenlanaturalezayalintentarencontrarrespuestaaellosnosencontraremosconstantementeprop oniendom delosdelaformaenqueelmundofuncionabasadosennuestrasobserv intuicion yelcon cimientoconelquecont estosm delospuedensergr cos verbalesorepresentacionesmatematicasdeunpr ces losm delosmatematicossondegranutilidadencualquierareadeinvestigacionyenparticularenlaecolog yaquesonprop osicionesformalesqueenfoncannuestrorazonamientoynosobliganaserexplicitosconlossupuestosqueutilizamosylamaneraenquevisualizamoslarelacionquepresentanlasvariablesdenuestroob jetodeestudi cuandom delamosunob jetoecologicocomounap oblacionounecosistem tenemossiemprequecomenzarconunaanalogiaentreesteob jetoyunob jetomatemat yesalhacerestaabstraccionendondeusandoelrigormatematicop demostr jaratravesdenuestrorazonamientologicoyobtenerunaideadelfuncionamientodelosdistintosob jetosecolog porloanterior almo delarmatematicamentelosdiferenteselementosecologicosnotratamosdirectamenteconob jetosnatural sinoquesetr jaconob jetosmatematicoscomovari op eracionesoecuacionescomoanalogosdeelementosdelanaturalez loqueresultaenquealconstruirunm delomatemat estenocontendrat dalainformacionquep damoscon ceracercadelanaturalez sinosololap ertinenteparaelproblemadenuestrointeres enestam delacionmatemat hemosabstraidolanaturalezaenunaestructuramassimpledeformaquep damosentend paralocualp dremosusarlaramadelasmatematicasquemasconvengaenunestudioenparticul enest trab jonosconcentraremosenlam delaciondesdeelpuntodevistaestadist |metod estadist estim abund |Actuaría
667|actual socied mexican enfrent crisis valor entod sector poblacional embarg problemat remont educ basic program sol educ valor pued aplic pais present trabaj intervencion objet analiz cual efect enseñ valor mediant dilem moral integr resolu problem matemat escolar grad metod permit foment desarroll moral alumn medi enseñ valor ademas uso razon logic matemat medi resolu problem aritmet razon ayud promuev desarroll moral niñ edad tempran program llev cab escuel beneficent priv dentr aul cad grad escol particip total 146 alumn grad duracion 23 sesion dias mart trabaj alumn dias juev alumn sesion seman cad grup evalu program intervencion realiz evalu inicial primer sesion evalu final termin aplic program result obten permit observ alumn mejor cuant tip respuest proporcion dilem moral hac uso adecu valor capac justific respuest medi cuant are matemat observ alumn mejor resolu problem aritmet hac uso correct pas segu resolv problem aritmet combin are valor matemat permit alumn vier program total are trabaj separ sin contrari podr pens gener mayor impact enseñanzad alumn favorec desarroll moral razon logic graci aplic program analiz import enseñ valor actual graci vam promov analisis intern alumn llev tom mejor decision vid cotidian vez mejor convivent socied resolv problemat pued present final cre ambient paz fratern person palabr clav valor dilem moral enseñ desarroll moral |enseñ camp valor mediant dilem moral escolar 1ro 6to educ primari |Psicología
5|objet tesis desarroll analisis regresion logist estim relacion existent variabl dependient metric conduct riesg sexual adolescent conjunt variabl independient metric metric determin salud sexual reproduct adolescent period inici activ sexual adopt patron comport efect salud sexual reproduct pued imped potencial desarroll adultez ello intervencion tempran general relacion salud sexual reproduct particul tan import present nuev ret identific are oportun import consider adolescent etap joven vulner pued ser victim diferentesfactor riesg cual mencion consum drog embaraz precoz mal aliment infeccion transmision sexual depresion suicidi metod evalu analisis desarroll model matemat permit visualiz comport variabl permit analisis correlacional estim relacion existent variabl dependient metric conjunt variabl independient metric ono metric ayudara ten mejor visualiz result evalu indic salud sexual reproduct asim analisis objet pued examin consecuent conllev mal uso sexual asi benefici lleg obten elus condon metod anticoncept disminu factor riesg adolescent loson embaraz des infeccion transmision sexual interpret dat estadist fundamental comprend context adolescent dentr socied mexican pas tiemp seh ido transform deacuerd conl neces costumbr poblacion desarroll sum import reconoc part fundamental parasu plen desarroll cont element necesari ten buen salud sexual reproduct asi ten conoc educ integral sexual present trabaj bas analisis estadist indic seleccion salud sexual reproduct ayud evalu comport poblacion objet identific element necesari plant model estadist adecu evalu indic salud sexual reproduct tesiss divid tres capitul prim capitul integr marc teoric abord concept relacion salud sexual reproduct adolescent asi factor riesg enfrent final coloc context permit comprend mayor profundidad planteamient present investig segund capitul expres model regresion logist permit conoc variabl trabaj asi desarroll matemat permit observ analisis correlacional dat estadist bas pregunt orient mism form constru model matemat permit desarroll planteamient teoric asi pod present analisis inform correspondient fuent inform iran utiliz continu terc capitul const element teoric permit interpret present dat asi analisis indic salud sexual reproduct adolescent diferent perspect final observ comport variabl conform distint problemat enfrent joven asim analisis objet pued examin consecuent conllev mal uso sexual ylos benefici lleg obten uso condon metod anticoncept disminu factor riesg adolescent embaraz des infeccion transmision sexual finaliz expon conclusion present trabaj asi anex grafic tabl sustent evident proces elabor bibliograf sustent marc teoric dich document |analisis regresion logist indic salud sexual reproduct |Actuaría
294|objet actual proced penal pais administr justici maner pront expedit garantiz respet maxim derech human inculp victim sustent seri principi filosof jurid deriv trat internacional mexic part signatari materi derech human declar universal derech human convencion american derech human entreotr dentr principi fiolosoficojurid destac presuncion inocent consider piedr toral actual sistem justici penal regul codig adjet penal unic pais si bien ciert presuncion inocent nuev declar universal derech human 1948 habl derech ciert autor aplic años anterior cas principi contrari sensu suced practic si person deten inmediat consider culpabl demostr inocent dec pais comet innumer cas violacion derech human much person cual trat delincuent inclusiv tortur dict sentenci autor judicial competent culpabil consider hech nuev sistem justici penal part premis presuncion inocent vien san dolenci histor socied justici ambit penal garantiz proced penal llev conform derech ysiempr total plen respect derech human asi actual inculp moment deten tod carpet investig proced desarroll tres audienci moment dict sentenci culpabil si cas person trat inocent deb respet derech human tod violacion deb ser castig embarg valios principi enfrent problem grav corrupcion todav imper ambit procur administr justici mexic arraig objet investig acredit principi presuncion inocent fundamental deb proces trat piedr toral nuev sistem justici penal proposit trabaj primer analiz figur presuncion inocent establec trat nuev sin derech human const principal trat multilateral materi derech human mexic part declar universal derech human convencion american derech human despues pod establec import dentr nuev sistem justici penal garant llam deb proces señal piedr toral element sin qua nond dich proced |derech lgbt mexic batall gan reflexion teor que |Derecho
683|present investig objet cre propuest capacit desarroll human bas mindfulnessp mejor clim organizacional ambient laboral dentr pyme pequeñamedian empres fomentandocon estoel bienest subjet plante hipotesis clim organizacional pued serbenefici mediant entrenamientod atencion traves medit mindfulnessademas brind revision extens material bibliograf indispens minimosp diseñ tod intervencion tropicaliz complej social pais aterriz dich conoc cristaliz proces capacit organizacional diseñ estrategi intervencion brev escenari empres ram cosmet ciud mexic llev cab capacitacionlongitudinal 8 seman fomentarael desarroll humanomultidimensionalmentepor medi entren atencionplen utiliz metodolog concentr deriv medit gener asi atencion sosten concentr aut monitore autogestiony finalmentedesd nuev aut paradigm dirig mental men reactiv descans presenciay bienest recoleccion respir atencion localiz concienci abiert descans somat palabr clav entren atencion bienestarsubjet ambient laboral educ somat atencion plen |entren atencion bienest subjet ambient laboral poblacion mexican |Psicología
663|sueñ consider fenomen complejoy esencial vidadeb dentr este desarrollanfuncion indol vital ser viv inclu ser human actual exist gran numer investig dedic estudi funcion desempeñ sueñ invertebr losvertebr hipotesis estudi haenfoc elucid papel jueg sueñ proces aprendizaj memori aun estudi realiz enla mosc frut drosophilamelanogast demostr comol falt sueñoafect aprendizaj dos etap adquisicion consolid tercer etapadel aprendizaj recuper inform dec memori actualmenteest investigaciondeb algunoshallazgosh mostr estrech relacion exist sueñ proces aprendizaj memori objet present estudiofu analiz efect recuper sueñosobr memori drosophilamelanogastermedi tare aprendizaj consisti lalocalizaciondealiment dich estudi utiliz 100 mosc laespeci drosophil melanogasterd cep tip silvestr cual privoparcial aliment sedivid dos grup grup control grup experimental ambos grup somet mism protocol aprendizajecon unic diferent grup experimental sesometio privacion sueñoconun duracion de6 hor segund mit noch tod mosc entren maner individual 6 diasconsecut latareaconsist localizaciondealiment utiliz pist visual color verd roj finaliz dias entren grup experimental somet privacion sueñopor 6 hor mediant estimul mecanicacon ayud braz giratori segund mit noch septim dia ambos grup realiz tareacon final registrarlosaciert error yomision grup experimental observ aument tas error asi comoomision contr disminu tas aciert maner consider posterior aest grupos lepermit dormirdur noch septim octav dia noven dia nuevamentes realizol tare localizaciond alimentop registr aciert erroresy omision final encontr period reposos observ disminu latas error omision contr unincrement tas aciert consider recuper proces memori embarg valor retorn valor previ registr privaciond sueñ exist diferent compar prim dia aprendizaj podr conclu sueñ particip activ proces consolid recuper del inform drosophil melanogast |efect recuper sueñ memori mosc frut drosophil melanogast somet privacion sueñ |Psicología
688|present trabaj objet investig influenci impactod red social particular instagram agent construccion ident joven mexican viv posmodern asi conoc si comport ven influ mensaj consum personaj influyent red social mexic figur cuart lug nivel mundial uso red social trabaj baj premis usuari joven instagram red social identific personaj influyent red ocasion consum idealiz cual impact construccion ident investig enfoqu cualit dos grup joven 10 estudi univers veracruzan 12joven abord traves instagram ambos grup usuari red social acept particip investig edad promedi particip de24 8añ analisis realiz part asign categor encontr discurs particip hallazg figur com percib comport instagram personaj red identific com cre vistospor quier ser vist instagram asi enotr red social ven influ habit consum uso instagram palabr clav ident instagram red social posmodern identif |instagram nuev agent construccion ident posmodern |Psicología
502|papel jueg impuest form recaud part rubr import polit fiscal cualqui part mund baj regimen polit divers recaud primordial bas econom seconform gast public expres redistribu haci socied civil canaliz traves program social inversion product segur social defens soberan nacional etceter impuest entend contribu aport tod socied conjunt final hac frent divers gast pais requier intent solucion fall merc servici deud inflacion vector macroeconom polit fiscal complement polit financ monetari quel movimient cualqu variabl parametr implic ellaspued alter u otroel comport expectativasd agent econom adecu funcion aplic asunt vital import mexic capac tributari estatal relacion product intern brut pib permanecioestanc mit xx men period estudi trabaj investig 19822018 espaci tiemp part disminu capac gobiern interven econom aument desiguald ingres altern solucion fond hech sid archiv inclus reconoc magnitud situacion principal diferent teoric espor objet pretend investig analiz caus histor practic regres sistem fiscal mexicanodur period 1982 2018 dec introduccion neoliberal mexic conclusion del president enriqu peñ niet 2018 final hac not neces emprend reform fiscal acord neces socied mexican caracteric ser progres mayor justici redistribut entend impuest deb ser proporcional nivel ingres impact mejor distribu riquez maner particul analiz progres regres sistem fiscal mexican tom bas dos principal tip impuest impuest rent isr impuest valor agreg iva sostenidogr part gast gobiern asim pretend determin desiguald ingres lej hab sid solucion estructur tributari seacentu sostien que necesari introduccion reform fiscal mexic contemporane oblig vuelt prioritari solucion desiguald ingres poblacion baj crecimient econom gener sald period neoliberal dich reform deb ir alla recaud tributari dec limit increment tas creacion impuest sin impuls progres imposit redistribu ingres ello necesari tom consider modif fiscal ejecut ultim dec especial cas isr iva yel impact desiguald laprogres asi reevalu histor impuest mexic lapreguntabas gui trabaj investig siguient logr polit fiscal colabor mayor intens crecimient econom pais consider mejorform foment redistribu gast progres imposit recaud tributari traves fortalec ingres famili traves mejor recaud tributari exist increment recurs destin mayor consum mayor dinam econom nuev mayor recaud circul virtuos complement eficient gast public dispar aport contribuyent consecuent desiguald ingres exist socied tal form estrat menor ingres aport mayor proporcion impuest part cuant federal fiscal ser mecan coordin gobiern central entidad feder deb exist mayor |polit fiscal olvid caus histor practic regres sistem fiscal mexican 19822018 |Economía
250|terc capitul hac analisis tod sentenci suprem cort justici nacion emit respect restriccion constitucional decim epoc semanari judicial feder objet apart identific distint entend restriccion precedent maxim tribunal cual element caracterist com sid aplic cas concret tom cuent element constitu present investig permit suger propuest concept orden jurid tom bas element teoric legal jurisdiccion desarroll present trabaj final terc capitul hac analisis tod sentenci suprem cort justici nacion emit respect restriccion constitucional decim epoc semanari judicial feder objet apart identific distint entend restriccion precedent maxim tribunal cual element caracterist com sid aplic cas concret tom cuent element constitu present investig permit suger propuest concept orden jurid tom bas element teoric legal jurisdiccion desarroll present trabaj final terc capitul hac analisis tod sentenci suprem cort justici nacion emit respect restriccion constitucional decim epoc semanari judicial feder objet apart identific distint entend restriccion precedent maxim tribunal cual element caracterist com sid aplic cas concret tom cuent element constitu present investig permit suger propuest concept orden jurid tom bas element teoric legal jurisdiccion desarroll present trabaj |restriccion constitucional derech human |Derecho
488|comprend mejor trabaj describ principal termin ayud aentend mejor analiz redact trabaj concept vinculadosestrech oper financ realiz institu segur losfond propi admisiblesson determinadospor excedent activ respectod pasiv compañ lab inversiondeb entend lasum reserv tecnic lainstitu inclu compañ segur prim deposit recurs del fond segur vid relacion administr recurs porconcept dividend indemniz conf asegur beneficiari asicom administr reserv concept plan pension relacion laed jubil retir person elrequer capital solvenci terminosgeneral capac tienel institu solvent tod oblig riesg respons funcion susoper bas razon tom decision financ merc dedeud nacional extranjer asi capital estabil deb prevalec pesard pud exist suces excepcional arriesg sol patrimoni laasegur sin client beneficiari objet primordial esterequer evit undefaultd compañi escenari extrem lasreserv riesg cursos refier reserv correspondient prim nodeveng segur vid dañ salud reserv tecnicasson reserv lig direct riesg encuentr en2curs inclu oblig pendient provision contingent fondoscatastrof consej administr acuerd elcapitul 3 1 1 circul unic desegur fianz compañ segur deb cont sistem eficaz gobiernocorpor consej administracions respons exist una3gestion san prudent activ elcomit inversioness responsabled seleccion activ inversion ques adquir institu dich comit design aval consej deadministr polit inversion aprob consejod administr da lineamient apeg ley inversion activ recurs monetari compañ desegur acuerd polit inversion establec instrument oper pued ser merc diner nacional extranjer moned nacional extranjer |inversion sector asegur mexican |Economía
839|herpesvirus patogen ubicu cuy infeccion regular asintomat embarg orig progresion crecient numer enfermedad autoinmun sid asoci control inapropi virus individu inmunocompetent hepatitis autoinmun hai enfermed cronic diagnostic vec 18 años cuy etiolog aun desconoc trabaj cuantif carg viral virus epstein barr ebv citomegalovirus human hcmv herpesvirus human 6 hhv6 herpesvirus human 7 hhv7 junt serolog antiebv cohort 44 pacient pediatr reclut departament gastroenterolog hospital infantil mexic feder gomez encontr pacient hai hci present carg viral ebv mayor frecuenci 5052 respect mayor magnitud plasm medi 22 018 12 107 deplasm respect leucocit tej hepat contrast nul deteccion ebv plasm leucocit pacient hepatitis lad encontr mayor cantid anticuerp igg antiantigen capsid viral vcag ebv 116 plasm pacient hai pacient hci hcd asim anticuerp igg antiantigen nucl epsteinbarr ebna iggantiantigen tempran ea present mayor frecuenci 87 47 respect pacient hai pacient diagnost final pacient hai identific correl posit antivcag antie marcador dañ hepat asi correl antivcag antiebna1 autoanticuerp antinuclear embarg encontr cambi correl herpesvirus evalu conclusion cre evident posibl particip ebv enla hepatitis autoinmun pediatr aunqu trabaj unic correl evident causal justif continu estudi virus context hepatitis autoinmun determin cual papel inici progresiond enfermed |posibl particip herpesvirus ãžâ² ãžâ hepatitis cronic pediatr caracterist autoinmun |Química Farmaceútico Biológica
225|combat corrupcion sid tem mayor aug relev trascendent actual administr federal 20182024 4ta transform tan asi actual ejecut federal enfatiz gran part discurs conferent esfuerz gobiern atac frontal actos corrupcion origin mayor part demas problem econom social pais ven arrastr administr pas transparent internacional transparency international estudi denomin export corrupcion 2020 analizol accion de47 pais ratific convencion combat cohech servidor public extranjer transaccion comercial internacional organiz cooper desarroll econom ocde 1997 refir mexic form part 34 gobi actu cas cohech internacional 1 laorganiz internacional refier conform lainform public dispon fuent oficial lafiscal general republ period report 20162019 mexic unicamenteinic tres investigacionesrelacion delit cohech servidor public extranjer transaccion comercial internacional cual fech sid impuest sancion correspondientesporel pod judicial tampoc recuper activ desvi frut posibl ilicit ymuch menoss hanidentific posibl respons anterior relev sol falt nul activ investig sancion carg autor preven combat corrupcion vereflej form negativ estudi realiz organiz refer sin cifr demuestr real cost econom corrupcion inclus lleg serconsider expresident pais debil orden cultural 2 inform evalu mutu realiz grup accion financ gafi public ener 2018 hac referent servici administr tributari sat valu mont evasion fraud fiscal mexic cantid asciend aproxim 483 875 000 00 cuatrocient ochent tres mil ochocient setent cinc pes embarg demostr pas tiemp mayor cas servidor public incurr conduct corrupcion actu man particular busc obten benefici segun encuest fraud corrupcion elabor kpmg carden dosal c kpmg 44 empres mexic realiz pag extraoficial servidor public año 2008 47 emprendedor dueñ dich empres consider exist neces realiz dich pag extraoficial oper correct sol cad 4 10 fraud detect denunci autor sol 12 empres mexican adopt med prevent model control intern 36 adopt med parcial 52 llev acab ningun tip control prevencion conduct corrupcion pud afect imag interes empres lad al18 juni 2020 sat inclu 9 663 contribuyent dentr list definit person emit comprob fiscal digital internet factur electron cfdi hab demostr contarcon activ personal infraestructura capac material direct indirect prest servici produc comercializ entreg bien ampar tal comprob termin articul 69b codig fiscal feder cff tem responsabilidadesadministrativasd servidor public sid consider constituyent constitu apatzingan 1814 regul formaexpres constitu 1857 inclu titul iv respons funcionari public obstant reform constitucional materi combat corrupcion 27 may 2015 propus discut aprob transform integral sistem rendicion cuent respons administr combat corrupcion mexic 5 compromis internacional asum mexican firm ratif convencion combat cohech servidor public extranjer transaccion comercial internacional organiz cooper desarroll econom ocde año de1997 convencion nacion unid corrupcion paquet reform constitu federal may 2015 materi combat corrupcion dio inici ala creacion nuev sistem nacional anticorrupcion sna inici ciudadan ley 3de3 mism vez aprob congres union denomin ley general respons administr establec oblig funcionari public hac public tres declar patrimonial deconflict deinteres fiscal grand signific cambi implement entrad vigor ley general respons administr abrog ley federal respons administr servidor public establec actos particular vincul falt administr grav tal soborn particip ilicit proced trafic influenci conclusion cuy comision vincul particip facult autor atribu respons person fisic moral asi impon sancion administr carg elarticul 81 fraccion ii incis c d terc parraf dich ley establec posibil impon carg person moral sancion consist c suspension activ period menor tres mes mayor tres años consist deten difer priv temporal particular activ comercial econom contractual negoci d disolu socied respect consist perd capac legal person moral cumplimient fin cre orden jurisdiccional consecuent comision vincul particip relacion falt administr grav asim terc parraf precept normat cit dispon sol procedent sancion c d person moralobteng benefici econom acredit participaciond organ administr vigil soci aquell cas adviert socied utiliz maner sistemat vincul falt administr grav anterior present trabaj investig analiz si correct form ley general respons administr permit autor competent pued atribu respons administr person moral consecuent aplic sancion establec incis c d articul capitul abord naturalez jurid entes fictici ley reconoc personal jurid propi independient correct form deb refer person moral person jurid colect atribut personal proced constitu element necesari existent validez posterior capitul estudi caracterist esencial socied anonim constitu distint organ represent facultad cad exces podr incurr cas ir alla realment facult asim desarroll figur disolu total parcial person moral liquid tal form logr diferenci determin si definicion adopt sancion previst incis d numeral señal coincid naturalez efect jurid propi disolu capitul determin si person moral sujet derech fundamental garant constitucional asi jurisprudent adopt suprem cort justici abord criteri resuelv dich tem desarroll derech garant respect cual person moral podran ser titular tal derech libr asoci peticion garant segur certidumbr jurid asi consist cad final capitul estudi falt administr sancion naturalez jurid asi principi rig proced administr sancionadory si aplic derech disciplinari especif principi legal proporcional tipic imput culpabil abord concept respons asi form comun internacional sistem jurid distint pais atribu respons person moral destac model adopt motiv resolu emitidapor tribunal suprem español respect deb entend control organiz termin principi cultur corpor respect ley cultur etic empresarial final determin cuand acto pued ser reproch direct corpor person moral independient si person represent incurr comision falt grav delit form analiz tod conduct termin ley general respons administr consider actos vincul falt administr grav incurr particular sancion podran ser impuest supuest incurr algun dich actos previst articul 81 fraccion ii incis c d terc parraf ley general respons administr grav investig realiz podr conclu si sid correct maner ley general respons administr grav atribu respons person moral si dich modal garantiz respet derech fundamental garant constitucional asim si principi general derech rig alderech administr sancion observ creacion norm aplic pues si bien expuest parraf anterior exist neces control particip comision vincul particulares actos corrupcion pued desconoc reconoc personal jurid propi independient atend principi culpabil presuncion inocent recog derech penal sol podran ser respons actos conduct exist real conviccion autor direct vincul |violacion derech fundamental socied anonim atribu respons establec sancion administr comision vincul particip relacion falt administr grav conform reform constitucional materi combat corrupcion articul 81 fraccion ii incis d terc parraf ley general respons administr |Derecho
